CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36,CH37,CH38,CH39,CH40,CH41,CH42,CH43,CH44,CH45,CH46,CH47,CH48,CH49,CH50,CH51,CH52,Mark,IDNUM,SEX,TETRIS-FLOW,FLOWGAME-FLOW,COPTER-FLOW,TETRIS-FLOW2,FLOWGAME-FLOW2,COPTER-FLOW2,TETRIS-EXPERTISE,FLOW-EXPERTISE,COPTER-EXPERTISE,TETRIS-OVERESTIMATION,FLOW-OVERESTIMATION,COPTER-OVERESTIMATION,IN-FLOW,IN-FLOW2,EXPERTISE,OVERESTIMATION
-0.00438005,0.00000000,-0.00274264,0.00079328,0.00299086,0.00214903,-0.00138151,0.00156610,0.00000000,0.00073328,-0.00849510,0.01360757,0.00062903,0.00310031,-0.00600298,0.00098718,-0.00184319,-0.00257031,-0.00370522,0.00846998,-0.00512292,-0.00800092,0.00000000,0.00000000,0.00186143,0.00017492,0.00014509,-0.00487347,-0.00747970,0.00076879,-0.00937094,-0.00591736,-0.00472185,-0.00074736,0.00122762,-0.00080813,-0.00073181,-0.00065786,-0.00303045,-0.01143768,-0.00917883,-0.00033570,0.00211850,-0.00939530,-0.00249039,-0.00001944,-0.00370780,-0.00179334,-0.00036733,-0.00752969,-0.00423607,-0.00056912,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.00875376,0.00000000,-0.00660946,0.00149359,0.00646296,0.00467786,-0.00250805,0.00325530,0.00000000,0.00087106,-0.01815630,0.02751094,0.00129121,0.00611139,-0.00877069,0.00274964,-0.00298163,-0.00515762,-0.00714777,0.01704857,-0.01052568,-0.01797886,0.00000000,0.00000000,0.00365708,0.00089828,0.00010646,-0.00991083,-0.01482574,0.00113997,-0.02044756,-0.01374406,-0.00899421,-0.00082141,0.00219621,-0.00121623,-0.00069133,-0.00146122,-0.00637889,-0.02301931,-0.01885851,-0.00035866,0.00347556,-0.01931329,-0.00538277,-0.00051724,-0.00644404,-0.00344267,-0.00115438,-0.01607906,-0.00943678,-0.00247502,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.01192257,0.00000000,-0.01092887,0.00234859,0.01069515,0.00802131,-0.00275736,0.00528720,0.00000000,0.00040026,-0.02587061,0.04082083,0.00166021,0.01011508,-0.00990462,0.00440553,-0.00349264,-0.00726563,-0.01030931,0.02555992,-0.01487348,-0.02744496,0.00000000,0.00000000,0.00668088,0.00301027,0.00099773,-0.01411429,-0.02093891,0.00167955,-0.03166032,-0.02001987,-0.01262977,-0.00046262,0.00430873,-0.00007906,0.00120770,-0.00099876,-0.00843977,-0.03393542,-0.02911456,-0.00133072,0.00401225,-0.02800524,-0.00766054,0.00048519,-0.00719567,-0.00337170,-0.00082433,-0.02333406,-0.01450404,-0.00486564,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.01212350,0.00000000,-0.01482190,0.00377390,0.01679668,0.01256157,-0.00184885,0.00845669,0.00000000,-0.00044696,-0.03060466,0.04814996,0.00253994,0.01618804,-0.01084030,0.00745481,-0.00295542,-0.00817758,-0.01010456,0.03022858,-0.01862590,-0.03552373,0.00000000,0.00000000,0.01094890,0.00714248,0.00281338,-0.01783841,-0.02204702,0.00081411,-0.04091181,-0.02552890,-0.01514424,-0.00041875,0.00734728,0.00224178,0.00496986,0.00040982,-0.00985713,-0.04136411,-0.03849841,-0.00501234,0.00351025,-0.03440121,-0.00921335,0.00257740,-0.00592254,-0.00164894,0.00027756,-0.02811697,-0.02025392,-0.00850593,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.01030422,0.00000000,-0.01899699,0.00561190,0.02461406,0.01770941,-0.00058354,0.01305810,0.00000000,-0.00464161,-0.03211267,0.04565918,0.00314471,0.02329138,-0.01048622,0.01066602,-0.00283603,-0.00814931,-0.00784852,0.03203937,-0.02054635,-0.04310120,0.00000000,0.00000000,0.01542091,0.01056336,0.00433292,-0.02248474,-0.02055029,0.00163177,-0.04605887,-0.02965837,-0.01689804,-0.00115883,0.00995398,0.00430713,0.00871156,0.00143965,-0.01319055,-0.04629861,-0.04397343,-0.00816335,-0.00138093,-0.04022065,-0.01033301,0.00399291,-0.00445739,-0.00005008,0.00078056,-0.03073288,-0.02658200,-0.01525200,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.00689504,0.00000000,-0.02291231,0.00762339,0.03307477,0.02350521,0.00153036,0.01781592,0.00000000,-0.01089177,-0.03070996,0.04013181,0.00413171,0.03206924,-0.00963456,0.01532466,-0.00161556,-0.00769074,-0.00591334,0.03572142,-0.02057248,-0.04921396,0.00000000,0.00000000,0.02142797,0.01547723,0.00713058,-0.02582232,-0.01936291,0.00390504,-0.05070082,-0.03083169,-0.01803884,-0.00029034,0.01440161,0.00795526,0.01414515,0.00401662,-0.01486453,-0.05077523,-0.04932447,-0.00935093,-0.00717845,-0.04460294,-0.01021232,0.00734218,-0.00133818,0.00328213,0.00285406,-0.03012231,-0.03154062,-0.02265012,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.00304912,0.00000000,-0.02687711,0.00977586,0.04234104,0.02948374,0.00422471,0.02306237,0.00000000,-0.01848599,-0.02782775,0.03259070,0.00496820,0.04155909,-0.00592534,0.02125270,-0.00011491,-0.00610480,-0.00358775,0.03897001,-0.02013428,-0.05462839,0.00000000,0.00000000,0.02825456,0.02138417,0.01043056,-0.02883748,-0.01700594,0.00684277,-0.05406033,-0.02989526,-0.01845363,-0.00006410,0.01954722,0.01217819,0.02073342,0.00728276,-0.01622825,-0.05440853,-0.05339568,-0.00955867,-0.01377241,-0.04863798,-0.00945710,0.01152192,0.00256539,0.00743965,0.00550892,-0.02730778,-0.03587439,-0.03021447,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.00550198,0.00000000,-0.03133924,0.01116120,0.05058526,0.03472412,0.00561815,0.02575340,0.00000000,-0.02619552,-0.03261488,0.03384383,0.00569986,0.04949917,-0.00532066,0.02722511,0.00228921,-0.00794154,-0.00677443,0.04480951,-0.02282032,-0.06480632,0.00000000,0.00000000,0.03412378,0.02761837,0.01371138,-0.03238259,-0.02241196,0.00936635,-0.06040877,-0.03649832,-0.02460404,-0.00098435,0.02459641,0.01586310,0.02685515,0.01000141,-0.01820047,-0.07548917,-0.07089555,-0.01229397,-0.01635422,-0.05600346,-0.01184137,0.01475718,0.00646424,0.01063874,0.00761861,-0.03013690,-0.03698431,-0.02527992,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.00863931,0.00000000,-0.03538693,0.01295844,0.05859273,0.04010555,0.00723121,0.02982798,0.00000000,-0.03589663,-0.03904222,0.03713744,0.00726132,0.05777685,-0.00395790,0.03416368,0.00455335,-0.00809673,-0.00739319,0.05003431,-0.02376531,-0.07564071,0.00000000,0.00000000,0.04079398,0.03358583,0.01695910,-0.03621948,-0.02417479,0.01093281,-0.06788528,-0.04081819,-0.03021623,-0.00202824,0.03098167,0.01956103,0.03310554,0.01279758,-0.02085229,-0.08847985,-0.08245720,-0.01235291,-0.01735842,-0.06280842,-0.01526203,0.01842507,0.01042473,0.01410086,0.00973627,-0.03256522,-0.04116379,-0.02715472,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
-0.00896503,0.00000000,-0.04271686,0.01229067,0.06133883,0.04310332,0.00592238,0.03189647,0.00000000,-0.04692460,-0.04257756,0.03345793,0.00980457,0.06368759,-0.00544661,0.04060134,0.00598183,-0.00986655,-0.00958044,0.05574327,-0.02483802,-0.08625600,0.00000000,0.00000000,0.04769434,0.03973059,0.02009797,-0.04114985,-0.02949585,0.01035039,-0.07450935,-0.04374069,-0.03395849,-0.00284364,0.03646196,0.02087328,0.04019251,0.01340133,-0.02547582,-0.10135912,-0.09271303,-0.01160131,-0.02248688,-0.07061543,-0.01804399,0.01873269,0.01363893,0.01442867,0.00978463,-0.03520337,-0.04699932,-0.03169646,REST,6,MALE,NO-FLOW,NO-FLOW,NO-FLOW,NO-FLOW2,NO-FLOW2,NO-FLOW2,EXPERT,NOVICE,EXPERT,MED,HIGH,HIGH,BLANK,BLANK,BLANK,BLANK
